route_code,route_name,route_type,stop_order,stop_name,latitude,longitude,source,fix_note,also_known_as
R2,Powerhouse - Indus Hospital,Pink Bus,6,Johar Mor,24.903414,67.114463,geocoded_verified_added,Added: reused verified coords of 'Johar Mor' (route EV3),Johar Morr
R2,Powerhouse - Indus Hospital,Pink Bus,7,Drigh Road,24.8866864,67.1258404,original,,Drigh Road Station
R2,Powerhouse - Indus Hospital,Pink Bus,8,Colony Gate,24.8859458,67.1505371,geocoded_verified_added,Added: was missing from route; real bus stop on Shahrah-e-Faisal/Shah Faisal Colony,
R2,Powerhouse - Indus Hospital,Pink Bus,9,Shah Faisal Colony 2,24.8866974,67.1464556,original,,
R2,Powerhouse - Indus Hospital,Pink Bus,10,Singer Chowrangi,24.8470847,67.15963,original,,
R2,Powerhouse - Indus Hospital,Pink Bus,11,Khaddi Stop,24.840368,67.161422,geocoded_verified_fixed,"verified: Khaddi Stop bus stop, Sector 35-B Landhi",
R2,Powerhouse - Indus Hospital,Pink Bus,12,Indus Hospital,24.817389,67.111295,geocoded_verified_fixed,"verified: Indus Hospital & Health Network, Korangi Campus",
R2,Powerhouse - Indus Hospital,Pink Bus,13,Lucky One Mall,24.93222,67.08631,geocoded_verified,,
R2,Powerhouse - Indus Hospital,Pink Bus,14,Imtiaz Mega Store,24.928085,67.087915,geocoded_verified_fixed,"verified: Imtiaz Mega, Gulshan-e-Iqbal Block 2 (fits between Lucky One Mall & Gulshan Chowrangi)",
R2,Powerhouse - Indus Hospital,Pink Bus,15,Aladin Park,24.91201386,67.10585675,original,,
R2,Powerhouse - Indus Hospital,Pink Bus,16,Millennium Mall,24.9012452,67.1157406,original,,
R2,Powerhouse - Indus Hospital,Pink Bus,17,Shama Shopping Center,24.884616,67.145519,geocoded_verified_fixed,"verified: Shama Shopping Center, Shah Faisal Colony",
R2,Powerhouse - Indus Hospital,Pink Bus,18,Sector 36 Landhi,24.833123,67.179022,geocoded_verified_fixed,verified: Sector 36-E Landhi (same real place for both R2 & R3),
R2,Powerhouse - Indus Hospital,Pink Bus,19,Sector 35 Landhi,24.826498,67.155189,geocoded_verified_fixed,verified: Sector 35-C Korangi (same real place for both R2 & R3),
R2,Powerhouse - Indus Hospital,Pink Bus,20,Sector 33 Korangi,24.832509,67.140294,geocoded_verified_fixed,verified: Sector 33-D Korangi (same real place for both R2 & R3),
R2,Powerhouse - Indus Hospital,Pink Bus,21,Sector 32 Landhi,24.828134,67.126143,geocoded_verified_fixed,"verified: Sector 32-D Korangi (same real place for both R2 & R3, previously given two different guessed points)",
R2,Powerhouse - Indus Hospital,Pink Bus,22,Gulzar Colony,24.82653,67.133591,geocoded_verified_fixed,"verified: Gulzar Colony, Sector 32-B Korangi",
R3,Powerhouse - Nasir Jump,Pink Bus,1,Power House Chowrangi,24.9529226,67.0774852,original,,Power House
R3,Powerhouse - Nasir Jump,Pink Bus,2,Shaan Chowrangi,24.83891433,67.12114065,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,3,Sakhi Hasan,24.9557798,67.0547588,geocoded_verified_added,Added: reused verified coords of 'Sakhi Hasan Chowrangi' (BRT-Green),
R3,Powerhouse - Nasir Jump,Pink Bus,4,5 Star Chowrangi,24.9427233,67.0476057,geocoded_verified_added,Added: reused verified coords of 'Five Star Chowrangi' (BRT-Green),
R3,Powerhouse - Nasir Jump,Pink Bus,5,KDA Chowrangi,24.9314051,67.0375124,geocoded_verified_added,Added: reused verified coords of 'KDA Chowrangi' (BRT-Green),
R3,Powerhouse - Nasir Jump,Pink Bus,6,Board Office,24.85388415,67.02427281,geocoded_verified_added,Added: reused verified coords of 'Board Office' (BRT-Green),
R3,Powerhouse - Nasir Jump,Pink Bus,7,Liaquatabad-10,24.9029771,67.0386279,original,,Liaquatabad 10 Number
R3,Powerhouse - Nasir Jump,Pink Bus,8,National Stadium,24.8946458,67.08160851,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,9,Karsaz,24.8724882,67.0916203,geocoded_verified_added,Added: reused verified coords of 'Karsaz',
R3,Powerhouse - Nasir Jump,Pink Bus,10,Nursery,24.8606324,67.0628636,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,11,FTC,24.8583003,67.05220275,geocoded_verified_added,Added: reused verified coords of 'FTC',
R3,Powerhouse - Nasir Jump,Pink Bus,12,KPT Interchange,24.8312646,67.0809597,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,13,Shaan Chowrangi,24.83891433,67.12114065,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,14,Nasir Jump,24.823429,67.124535,geocoded_verified_fixed,"verified: Nasir Jump Rd, Korangi (route terminus)",
R3,Powerhouse - Nasir Jump,Pink Bus,15,Hasan Square,24.902517,67.072896,geocoded_verified_fixed,"verified: Hasan Square, Gulshan-e-Iqbal Block 13-A",
R3,Powerhouse - Nasir Jump,Pink Bus,16,Numaish Chowrangi,24.8733627,67.0359938,original,,Numaish
R3,Powerhouse - Nasir Jump,Pink Bus,17,Maritime Museum,24.8861,67.0899,geocoded_verified,,
R3,Powerhouse - Nasir Jump,Pink Bus,18,KDA Scheme 1,24.881187,67.088074,geocoded_verified_fixed,"verified: KDA Scheme 1, Karsaz",
R3,Powerhouse - Nasir Jump,Pink Bus,19,Baloch Colony,24.87176,67.0797974,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,20,Awami Markaz,24.870588,67.090303,geocoded_verified_fixed,"verified: Awami Markaz, Darwaish Colony",
R3,Powerhouse - Nasir Jump,Pink Bus,21,PAF Museum,24.872,67.0974,geocoded_verified,,
R3,Powerhouse - Nasir Jump,Pink Bus,22,Kalapul,24.8480594,67.0485377,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,23,NMC Hospital,24.846592,67.055725,geocoded_verified_fixed,"verified: National Medical Centre, DHA Phase 1 / Kala Pul",
R3,Powerhouse - Nasir Jump,Pink Bus,24,Sunset Boulevard,24.836959,67.067818,geocoded_verified_fixed,"verified: Sunset Boulevard Rd, DHA Phase 2",
R3,Powerhouse - Nasir Jump,Pink Bus,25,Imtiaz Store,24.837618,67.093079,geocoded_verified_fixed,"verified: Imtiaz Super Market warehouse, Sector 5 Korangi (fits between KPT Interchange & Shaan Chowrangi)",
R3,Powerhouse - Nasir Jump,Pink Bus,26,Brookes Chowrangi,24.83474331,67.09985492,original,,
R3,Powerhouse - Nasir Jump,Pink Bus,27,Soorty Factory,24.838169,67.114647,geocoded_verified_fixed,"verified: Soorty Enterprises, Korangi Industrial Area",
R3,Powerhouse - Nasir Jump,Pink Bus,28,District Court Korangi,24.818411,67.117872,geocoded_verified_fixed,"verified: Korangi District Court, Sector 39",
R3,Powerhouse - Nasir Jump,Pink Bus,29,Sector 36 Landhi,24.833123,67.179022,geocoded_verified_fixed,verified: Sector 36-E Landhi (same real place for both R2 & R3),
R3,Powerhouse - Nasir Jump,Pink Bus,30,Sector 35 Landhi,24.826498,67.155189,geocoded_verified_fixed,verified: Sector 35-C Korangi (same real place for both R2 & R3),
R3,Powerhouse - Nasir Jump,Pink Bus,31,Sector 33 Korangi,24.832509,67.140294,geocoded_verified_fixed,verified: Sector 33-D Korangi (same real place for both R2 & R3),
R3,Powerhouse - Nasir Jump,Pink Bus,32,Sector 32 Landhi,24.828134,67.126143,geocoded_verified_fixed,"verified: Sector 32-D Korangi (same real place for both R2 & R3, previously given two different guessed points)",
R4,Powerhouse - Keamari,regular,1,Power House Chowrangi,24.9529226,67.0774852,original,,Power House
R4,Powerhouse - Keamari,regular,2,Daak Khana,24.850735,67.00175,geocoded_verified_fixed,"verified: Karachi City GPO / Daak Khana, Saddar area on route",
R4,Powerhouse - Keamari,regular,3,Teen Hatti,24.8937682,67.0437051,original,,
R4,Powerhouse - Keamari,regular,4,Jehangir Road,24.9300945,67.0427844,original,,
R4,Powerhouse - Keamari,regular,5,Mobile Market,24.86335785,67.02543394,original,,
R4,Powerhouse - Keamari,regular,6,Tibet Center,24.86288486,67.02198731,original,,
R4,Powerhouse - Keamari,regular,7,Urdu Bazar,24.85916275,67.01699255,original,,
R4,Powerhouse - Keamari,regular,8,Jama Cloth Market,24.85878235,67.0144873,original,,
R4,Powerhouse - Keamari,regular,9,Civil Hospital,24.8585162,67.01057577,original,,
R4,Powerhouse - Keamari,regular,10,City Court,24.8558392,67.0054719,original,,
R4,Powerhouse - Keamari,regular,11,Bolton Market,24.8520779,67.00173602,original,,
R4,Powerhouse - Keamari,regular,12,Jinnah Bridge,24.8427,66.9903,geocoded_verified,,
R4,Powerhouse - Keamari,regular,13,I.I. Chundrigar,24.89497742,67.05440128,original,,
R4,Powerhouse - Keamari,regular,14,Keamari,24.80023885,66.97168461,original,,
R8,Tower - Yousuf Goth,regular,1,Tower,24.8487511,66.996677,original,,
R8,Tower - Yousuf Goth,regular,2,Jinnah Bridge,24.8427,66.9903,geocoded_verified,,
R8,Tower - Yousuf Goth,regular,3,Agra Taj Colony,24.8714202,66.9826114,original,,
R8,Tower - Yousuf Goth,regular,4,Sher Shah,24.8840043,66.9930042,original,,
R8,Tower - Yousuf Goth,regular,5,Baldia,24.9189599,66.9877365,original,,
R8,Tower - Yousuf Goth,regular,6,Naval Colony,24.9421646,66.9348258,original,,
R8,Tower - Yousuf Goth,regular,7,Yousuf Goth,24.8602104,67.258722,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,1,Gulshan e Hadeed,24.9773904,66.9912939,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,2,Salahuddin Ayubi Road,24.85150333,67.07438408,original,,Salah Uddin Ayubi Road
R9,Gulshan e Hadeed - Tower,Pink Bus,3,National Highway 5,24.8818884,67.1829717,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,4,Steel Mill Mor,24.86206927,67.32445453,original,,Steel Mill More
R9,Gulshan e Hadeed - Tower,Pink Bus,5,Razzakabad,24.8641822,67.2926536,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,6,Abdullah Goth,24.86654,67.2836719,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,7,Chowkundi Mor,24.8595567,67.2728186,original,,Chowkundi More
R9,Gulshan e Hadeed - Tower,Pink Bus,8,FAST University,24.85748991,67.26453773,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,9,Bhains Colony Mor,24.85601999,67.25821266,original,,Bhains Colony More
R9,Gulshan e Hadeed - Tower,Pink Bus,10,Manzil Pump,24.8549796,67.2289433,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,11,Quaidabad,24.8551282,67.2117445,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,12,Murghi Khana,24.86044042,67.20892705,geocoded_verified_added,Added: reused verified coords of 'Murghikhana' (R12),
R9,Gulshan e Hadeed - Tower,Pink Bus,13,Nadra Center Malir,24.87139284,67.19765754,geocoded_verified_added,Added: reused verified coords of 'Nadra Center' (R12/BRT-Orange),
R9,Gulshan e Hadeed - Tower,Pink Bus,14,Malir Session Court,24.87375758,67.19431932,geocoded_verified_added,Added: reused verified coords of 'Malir Session Court' (R12),
R9,Gulshan e Hadeed - Tower,Pink Bus,15,Malir 15,24.9264325,67.2035223,geocoded_verified_added,Added: reused verified coords of 'Malir 15' (R12),
R9,Gulshan e Hadeed - Tower,Pink Bus,16,Kalaboard,24.8823269,67.1823277,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,17,Malir Halt,24.88473238,67.17530796,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,18,Shah Faisal Colony Gate,24.88711,67.1501422,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,19,Nata Khan Bridge,24.8870731,67.1335848,geocoded_verified_added,Added: was missing from route; official stop (Natha Khan Bridge),
R9,Gulshan e Hadeed - Tower,Pink Bus,20,Drigh Road Station,24.8866864,67.1258404,geocoded_verified_added,Added: reused verified coords of 'Drigh Road',
R9,Gulshan e Hadeed - Tower,Pink Bus,21,PAF Base Faisal,24.887125,67.11575,geocoded_verified_fixed,"FIXED: original coords (24.969, 67.223) were ~10km off, near Malir Cantt/Safoora area instead of the actual PAF Base Faisal on Shahrah-e-Faisal near Drigh Road",
R9,Gulshan e Hadeed - Tower,Pink Bus,22,Laal Kothi,24.861238,67.0694978,geocoded_verified_added,"Added: was missing; landmark on Shahrah-e-Faisal, PECHS Block 6",
R9,Gulshan e Hadeed - Tower,Pink Bus,23,Karsaz,24.8724882,67.0916203,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,24,Nursery,24.8606324,67.0628636,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,25,FTC,24.8583003,67.05220275,geocoded_verified_added,Added: reused verified coords of 'FTC',
R9,Gulshan e Hadeed - Tower,Pink Bus,26,Regent Plaza,24.8608,67.0413,geocoded_approximate_added,"Added: approximate — Regent Plaza Hotel, Main Shahrah-e-Faisal",
R9,Gulshan e Hadeed - Tower,Pink Bus,27,Metropole,24.8511971,67.0303951,geocoded_verified_added,Added: reused verified coords of 'Metropole',
R9,Gulshan e Hadeed - Tower,Pink Bus,28,Fawwara Chowk,24.8790498,67.0202258,geocoded_verified_added,"Added: was missing; Fawara Chowk, Garden West",
R9,Gulshan e Hadeed - Tower,Pink Bus,29,Arts Council,24.8530063,67.0208892,geocoded_verified_added,Added: was missing; Arts Council of Pakistan,
R9,Gulshan e Hadeed - Tower,Pink Bus,30,Shaheen Complex,24.8510544,67.0194896,geocoded_verified_added,"Added: was missing; Shaheen Complex, Civil Lines",
R9,Gulshan e Hadeed - Tower,Pink Bus,31,I.I. Chundrigar,24.89497742,67.05440128,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,32,Tower,24.8487511,66.996677,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,33,Baloch Colony,24.87176,67.0797974,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,34,Jinnah International Airport,24.8865027,67.1440768,original,,
R9,Gulshan e Hadeed - Tower,Pink Bus,35,Chhota Gate,24.8868337,67.1593551,geocoded_verified_fixed,"verified: Chota Gate bus stop, Shah Faisal Colony (near airport side)",
R9,Gulshan e Hadeed - Tower,Pink Bus,36,Wireless Gate,24.885323,67.164898,geocoded_verified_fixed,"verified: Shahrah-e-Faisal Wireless Gate Rd, Shah Faisal Colony",
R10,Numaish - Ibrahim Hyderi,Pink Bus,1,Numaish Chowrangi,24.8733627,67.0359938,original,,Numaish
R10,Numaish - Ibrahim Hyderi,Pink Bus,2,Lucky Star Saddar,24.857065,67.0331655,original,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,3,Metropole,24.8511971,67.0303951,original,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,4,Frere Hall,24.8475202,67.0330882,original,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,5,Teen Talwar,24.8339,67.0337,geocoded_verified,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,6,Do Talwar,24.820881,67.034102,geocoded_verified_fixed,"verified: Do Talwar monument, Clifton",
R10,Numaish - Ibrahim Hyderi,Pink Bus,7,Abdullah Shah Ghazi,24.81077366,67.0308951,original,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,8,Dolmen Mall,24.8021938,67.0292762,original,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,9,Rahat Park,24.815467,67.075543,geocoded_verified_fixed,"verified: Rahat Park, DHA Phase 7 (used consistently for R10 & EV1)",
R10,Numaish - Ibrahim Hyderi,Pink Bus,10,Masjid-e-Ayesha,24.80238342,67.07764754,original,,
R10,Numaish - Ibrahim Hyderi,Pink Bus,11,26th Street,24.8157977,67.0381097,original,,26 Street
R10,Numaish - Ibrahim Hyderi,Pink Bus,12,Clock Tower DHA,24.82177,67.033,geocoded_verified_fixed,"verified: Clock Tower DHA, near Do Talwar/Boat Basin (was wrongly duplicated with Tower/Saddar, 15km away)",
R10,Numaish - Ibrahim Hyderi,Pink Bus,13,PARCO,24.804131,67.1356489,original,,Parco
R10,Numaish - Ibrahim Hyderi,Pink Bus,14,Ibrahim Hyderi,24.797538,67.1358935,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,1,Miran Nakka Lyari,24.86262085,66.98918454,original,,Miran Nakka
R11,Miran Naka - Shireen Jinnah Colony,regular,2,Gulistan Colony,24.876256,66.99061,geocoded_verified_fixed,"verified: Gulistan Colony, Lyari",
R11,Miran Naka - Shireen Jinnah Colony,regular,3,Bihar Colony,24.872975,66.987632,geocoded_verified_fixed,"verified: Bihar Colony, Lyari",
R11,Miran Naka - Shireen Jinnah Colony,regular,4,M.T. Khan Road,24.8435985,67.01885535,original,,M.T.Khan Road
R11,Miran Naka - Shireen Jinnah Colony,regular,5,PIDC,24.846516,67.0248435,original,,PICD
R11,Miran Naka - Shireen Jinnah Colony,regular,6,Submarine Chowk,24.82822738,67.04208924,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,7,Bahria Complex 3,24.843804,67.003125,geocoded_verified_fixed,"verified: Bahria Complex 3, M.T. Khan Rd",
R11,Miran Naka - Shireen Jinnah Colony,regular,8,Khadda Market,24.81348135,67.04995405,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,9,Abdullah Shah Ghazi,24.81077366,67.0308951,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,10,Mohatta Palace Museum,24.81437941,67.03263778,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,11,Bilawal Chowrangi,24.81580756,67.02027104,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,12,Ziauddin Hospital,24.8163998,67.0033913,original,,
R11,Miran Naka - Shireen Jinnah Colony,regular,13,Shireen Jinnah Colony,24.81768184,66.99454568,original,,
R12,Naddi Kinara - Lucky Star,regular,1,Naddi Kinara,24.9108166,67.22435208,original,,
R12,Naddi Kinara - Lucky Star,regular,2,Saudabad Chowrangi,24.9008268,67.20130941,original,,
R12,Naddi Kinara - Lucky Star,regular,3,RCD Ground,24.90041865,67.19637455,original,,
R12,Naddi Kinara - Lucky Star,regular,4,Kalaboard,24.8823269,67.1823277,original,,
R12,Naddi Kinara - Lucky Star,regular,5,Malir 15,24.9264325,67.2035223,original,,
R12,Naddi Kinara - Lucky Star,regular,6,Malir Session Court,24.87375758,67.19431932,original,,
R12,Naddi Kinara - Lucky Star,regular,7,Nadra Center,24.87139284,67.19765754,original,,Nadra Center Malir
R12,Naddi Kinara - Lucky Star,regular,8,Murghikhana,24.86044042,67.20892705,original,,Murghi Khana
R12,Naddi Kinara - Lucky Star,regular,9,Quaidabad,24.8551282,67.2117445,original,,
R12,Naddi Kinara - Lucky Star,regular,10,Dawood Chowrangi,24.85068001,67.20714519,original,,
R12,Naddi Kinara - Lucky Star,regular,11,Babar Market,24.8586062,67.0038439,original,,
R12,Naddi Kinara - Lucky Star,regular,12,Singer Chowrangi,24.8470847,67.15963,original,,
R12,Naddi Kinara - Lucky Star,regular,13,FTC,24.8583003,67.05220275,original,,
R12,Naddi Kinara - Lucky Star,regular,14,Lucky Star Saddar,24.857065,67.0331655,original,,
R13,Hawksbay - Tower,regular,1,Hawksbay,24.86140349,66.84802941,original,,
R13,Hawksbay - Tower,regular,2,Mauripur,24.8669367,66.9326569,original,,
R13,Hawksbay - Tower,regular,3,Masroor Base,24.8935296,66.9404493,original,,
R13,Hawksbay - Tower,regular,4,Agra Taj Colony,24.8714202,66.9826114,original,,
R13,Hawksbay - Tower,regular,5,Jinnah Bridge,24.8427,66.9903,geocoded_verified,,
R13,Hawksbay - Tower,regular,6,Tower,24.8487511,66.996677,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,1,Tank Chowk,24.9125582,67.1859867,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,2,Model Colony Mor,24.9064673,67.1854632,original,,Model Mor
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,3,Jinnah International Airport,24.8865027,67.1440768,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,4,Shah Faisal Colony Gate,24.88711,67.1501422,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,5,Nata Khan Bridge,24.8870731,67.1335848,geocoded_verified_added,Added: was missing from route; official stop (Natha Khan Bridge),
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,6,Drigh Road Station,24.8866864,67.1258404,geocoded_verified_added,Added: reused verified coords of 'Drigh Road',
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,7,PAF Base Faisal,24.887125,67.11575,geocoded_verified_fixed,"FIXED: original coords (24.969, 67.223) were ~10km off, near Malir Cantt/Safoora area instead of the actual PAF Base Faisal on Shahrah-e-Faisal near Drigh Road",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,8,Laal Kothi,24.861238,67.0694978,geocoded_verified_added,"Added: was missing; landmark on Shahrah-e-Faisal, PECHS Block 6",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,9,Karsaz,24.8724882,67.0916203,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,10,Nursery,24.8606324,67.0628636,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,11,FTC,24.8583003,67.05220275,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,12,Masjid-e-Ayesha,24.80238342,67.07764754,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,13,Clock Tower DHA,24.82177,67.033,geocoded_verified_fixed,"verified: Clock Tower DHA, near Do Talwar/Boat Basin (was wrongly duplicated with Tower/Saddar, 15km away)",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,14,Dolmen Mall,24.8021938,67.0292762,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,15,Malir Cantt (Check Post 5),24.9268502,67.1615432,original,,Malir Cantt Gate 5
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,16,Security Printing Press,24.889157,67.179022,geocoded_verified_fixed,"verified: Pakistan Security Printing Corporation, Malir",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,17,Malir Halt,24.88473238,67.17530796,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,18,Chhota Gate,24.8868337,67.1593551,geocoded_verified_fixed,"verified: Chota Gate bus stop, Shah Faisal Colony (near airport side)",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,19,Wireless Gate,24.885323,67.164898,geocoded_verified_fixed,"verified: Shahrah-e-Faisal Wireless Gate Rd, Shah Faisal Colony",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,20,Baloch Colony,24.87176,67.0797974,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,21,Defence Morr,24.8336954,67.0736861,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,22,KPT Interchange,24.8312646,67.0809597,original,,
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,23,Rahat Park,24.815467,67.075543,geocoded_verified_fixed,"verified: Rahat Park, DHA Phase 7 (used consistently for R10 & EV1)",
EV1,Malir Cantt - Dolmen Mall Clifton,EV Bus,24,26th Street,24.8157977,67.0381097,original,,26 Street
EV2,Bahria Town - Malir Halt,EV Bus,1,Bahria Town,24.9940186,67.3168881,original,,
EV2,Bahria Town - Malir Halt,EV Bus,2,M9 Toll Plaza,24.86122718,67.02826291,original,,
EV2,Bahria Town - Malir Halt,EV Bus,3,Dumba Goth,24.9806191,67.2393557,original,,
